Farmer No.,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12,Week13,Week14,Week15,Week16,Week17,Week18,Week19,Week20,Week21,Week22,Week23,Week24,Week25,Week26,Week27,Week28,Week29,Week30,Week31,Week32,Week33,Week34,Week35,Week36,Week37,Week38,Week39,Week40,Week41,Week42,Week43,Week44,Week45,Week46,Week47,Week48,Week49,Week50,Week51,Week52,forecasted_week1,forecasted_week2,forecasted_week3,forecasted_week4,forecasted_week5,forecasted_week6,forecasted_week7,forecasted_week8,forecasted_week9,forecasted_week10,forecasted_week11,forecasted_week12,forecasted_week13,Error,Missing Weeks,Uncertainity Score,Certainity Score,Novelity Score,Mean Forecasted Revenue,Value Score,Stability Trend Score,Farmer Rating,Eligibility,Loan Amt.
252.0,6524,9571,5638,5814,3642,4813,1246,2251,1560,7271,4073,4056,5638,10340,7977,16780,29941,31687,29428,41912,65892,66417,67274,68359,94073,87587,87743,67565,71368,64761,65607,52760,48343,28768,8763,12549,6252,16284,1314,4898,0,8519,23005,0,0,0,10037,9892,6270,7507,0,3362,21243.871089131426,5742.408510671288,5742.408510671288,5742.408510671288,5742.408510671288,5742.408510671288,5742.408510671288,5742.408510671288,5742.408510671288,5742.408510671288,5742.408510671288,5742.408510671288,5742.408510671288,6707784136472.0,5,0.05,5.963221115376895e-14,0.03333333333333333,6934.828709014376,False,-0.1388730149658827,-0.10553968163248975,False,0.0
253.0,0,0,0,0,0,0,0,0,0,4680,5330,6333,10468,16051,18548,25041,34026,36279,39853,44443,51968,56425,62695,64753,61779,58652,62368,67956,64047,64949,70849,62106,58051,51629,41856,33604,36922,37342,44474,41123,39162,33572,47886,41511,34727,37162,38507,34651,31403,27857,19694,17082,14357.175764487376,11800.524831919553,9566.109623625418,7690.353754725424,6288.177842541807,5083.46232048741,4079.503523969609,3261.730190586191,2601.0342429274906,2068.768914266244,1636.747735340415,1289.6044701866037,1012.4189766005295,1.0,9,0.4,0.4,0.02,5441.200937820313,False,-0.28531517537604467,0.13468482462395534,False,0.0
255.0,3793,13529,11816,11362,7338,14872,15164,8970,6730,22639,23944,15676,17751,27301,38892,40942,55654,53089,49408,68075,100779,113214,130380,111450,124038,138150,151177,136036,134225,128417,78961,74722,89303,86897,117608,113618,103061,105554,81478,52936,26202,10119,7873,4056,1637,7857,0,1817,11370,14027,7174,7032,5911.16466075296,5885.082288764726,5859.115002409795,5833.262293885309,5807.523657629037,5781.898590309486,5756.38659081606,5730.987160249256,5705.699801910913,5680.524021294497,5655.459326075429,5630.505226101461,5605.661233383084,21770.0,1,0.05,1.8373909049150207e-05,0.1,5757.174604121693,False,-0.29999193390782813,-0.199973559998779,False,0.0
258.0,410,636,436,375,261,353,223,134,135,136,183,318,334,4802,11112,17901,4870,2781,8350,3453,11807,16866,31888,30842,30405,19820,37397,31736,26838,22429,16055,10417,2168,2360,1025,2344,779,231,773,1282,600,899,0,0,0,0,0,0,0,478,0,240,15.599128933959763,107.45375648641875,71.77587770928858,102.5288941078141,136.5931286922183,137.18020409425944,182.9899195588898,186.82743193370922,221.5630939527029,235.9027276776045,259.1466452387537,277.84402349874637,294.8943488811094,28580.0,8,0.05,1.3995801259622114e-05,0.022222222222222223,171.5614754434981,False,0.29423096744280375,0.31646718546628555,False,0.0
261.0,15259,904,12346,11132,6160,0,7286,19277,15203,34485,28665,32250,26935,33714,34382,33129,31353,30703,61831,40437,42659,33203,27545,32813,32482,32013,35277,33139,29758,32364,31909,28088,18122,10208,0,5226,6768,5223,0,0,0,0,0,0,0,10623,18325,14499,17888,16151,13641,12017,11961.85210176434,11905.966525585281,11850.342045898497,11794.97744286547,11739.87150234675,11685.023015875327,11630.430780630133,11576.09359940965,11522.010280605675,11468.179638177173,11414.600491624278,11361.271665962398,11308.191991696447,1085.0,9,0.05,0.0003686635944700461,0.02,11632.21623711088,False,-0.29999095460731345,-0.2796222910128434,False,0.0
263.0,14654,13765,12009,76553,0,7981,14519,18186,14642,60521,28262,70597,41224,109031,226392,161843,241276,209230,272781,207862,278516,297799,415487,360833,344140,407103,624412,525840,495196,428912,326613,231666,247126,124982,40185,73637,69911,22846,19685,6189,0,0,12417,5711,6034,5445,4787,5253,4770,2527,2739,4680,4577.412686409356,4476.117688891544,4377.064280066969,4280.20285511809,4185.484906947895,4092.8630018880963,4002.290755944895,3913.7228115704024,3827.1148149481,3742.4233937809504,3659.606135571049,3578.621566379927,3499.429130058876,554602.0,3,0.05,7.212379327878371e-07,0.05,4016.3349251981654,False,-0.2997937814850794,-0.24979306024714665,False,0.0
264.0,22066,19378,25569,38615,20712,26611,33617,25119,11831,37781,39086,38275,30522,32304,31627,38571,58376,42314,36528,43859,54037,44969,60861,49694,50202,71398,68612,61565,56772,49063,41738,41046,42752,31639,17646,21627,13982,12763,9150,7418,5410,17807,13689,25759,29524,43899,30502,35044,14467,17518,3653,15845,7841.912401291458,10636.263945386452,9031.626638778012,9532.75809031446,9094.665903170631,9093.675357499047,8896.587149864003,8792.364553687952,8648.582342095036,8525.760939260326,8396.157324941798,8272.42317353219,8148.727713662743,2.0,0,0.3,0.2,0.2,8839.346579498777,False,-0.15184276095151786,0.24815723904848216,False,0.0
265.0,14339,15726,19356,14959,8816,12886,11766,11080,10016,15124,11716,9923,9382,10145,11868,11304,13777,13675,16617,16574,11350,12377,13238,18063,20422,14802,25257,28473,35156,30803,40454,37103,44998,12851,9835,7462,10106,9415,11678,9852,7362,5657,4998,0,0,0,1927,0,3973,3406,1184,2850,3721.4698323162056,4382.176453922866,4844.207032490674,5151.38039349499,5349.345763733317,5474.513817258162,5552.730569917455,5601.256831005462,5631.230069322677,5649.693500063184,5661.048010659232,5668.023603310121,5672.306344890868,55325362.0,4,0.05,7.229957212028726e-09,0.04,5258.414017106554,False,0.251041599444356,0.29104160667431317,False,0.0
266.0,2874,9347,4802,18148,13462,10327,0,16811,13934,35508,28883,38361,47836,57641,76362,87481,68171,59250,25460,24223,17708,26463,43393,55743,41218,50493,38526,48697,72835,89102,81358,54949,50546,45855,38542,43038,46051,51215,58413,44843,40772,15926,27125,25361,27556,31297,39929,38328,30798,29679,26407,24706,25783.145042939632,25865.09903540755,26161.170470001394,26206.75949381212,26206.75949381212,26206.75949381212,26206.75949381212,26206.75949381212,26206.75949381212,26206.75949381212,26206.75949381212,26206.75949381212,26206.75949381212,1.0,1,0.4,0.4,0.1,26144.385345113053,False,0.19804846478711902,0.698048464787119,True,101963.0
267.0,0,0,0,45180,38560,46585,49280,51296,31943,62462,50264,47551,57232,63219,68797,69670,93476,94180,88515,75906,92277,90019,134501,120578,124404,144606,150059,135924,124654,97643,43423,42961,56878,53062,57662,56205,0,0,0,0,1858,27478,37793,34458,31257,32973,33264,34618,35240,41989,21866,30905,45171.69141743555,22161.723454566258,14340.762661875868,11288.45229334332,10840.04432276642,10765.883669156368,10753.373850178801,10751.25657534819,10750.89802620044,10750.837302016442,10750.827017551188,10750.825275732557,10750.82498073096,4.0,7,0.1,0.1,0.025,14602.107757454027,False,-0.1846204296163798,-0.059620429616379804,False,0.0
268.0,0,0,0,7729,11545,11860,13745,12257,8181,17435,17400,15696,16647,15280,23227,25446,30841,28685,29176,28632,23934,30106,34180,41576,41423,45978,44381,43158,40883,43016,37232,36372,35063,34047,23481,25536,23778,20725,13422,16639,9882,11196,18001,17581,5820,10590,13662,14912,16191,14525,9099,11810,11309.975646145542,11309.975646145542,11309.975646145542,11309.975646145542,11309.975646145542,11309.975646145542,11309.975646145542,11309.975646145542,11309.975646145542,11309.975646145542,11309.975646145542,11309.975646145542,11309.975646145542,1.0,3,0.4,0.4,0.05,11309.975646145544,False,0.0,0.45,False,0.0
270.0,14009,1631,11641,24585,22788,25847,16954,620,0,0,0,0,5792,36032,29096,33734,34915,37022,39000,37497,44206,43477,41503,50820,47057,50839,55920,41604,34642,35489,30331,30278,26276,25889,30172,37939,30849,33667,36305,44525,25134,33475,42350,41603,22725,22084,33723,31751,19361,29302,22392,27606,27976.624293529374,28351.19740867525,28730.785604165278,29115.456025851196,29505.276718586392,29900.31663826241,30300.645664006683,30706.334610543505,31117.455240720577,31534.080278203208,31956.283420338503,32384.139351191792,32817.723754757586,1.0,4,0.4,0.4,0.04,30338.178385294756,False,0.29992707690574566,0.7399270769057458,True,118319.0
271.0,87075,73499,50865,62958,29661,86844,104544,96105,49841,128235,97380,98888,102416,104738,131931,162166,185158,177380,169693,166790,148966,147633,136300,161370,173968,182879,214635,221184,211609,158477,153495,158426,185506,148660,126057,106607,102600,56609,48611,20069,32811,68236,106588,91902,82041,88164,58390,65295,114138,108097,85635,96404,113711.37653412901,114277.90803542493,104095.73023084004,104095.73023084004,104095.73023084004,104095.73023084004,104095.73023084004,104095.73023084004,104095.73023084004,104095.73023084004,104095.73023084004,104095.73023084004,104095.73023084004,1.0,0,0.4,0.4,0.2,105618.63977759954,True,-0.18745510634962495,1.412544893650375,True,480565.0
272.0,49346,45051,25288,26161,10729,23044,21959,24945,10844,37284,21906,25843,28565,26279,50406,41495,31889,31996,39113,31026,61785,68235,69794,65526,77542,105505,114133,90962,89045,79402,53825,61128,32543,19553,8433,15422,8181,2974,5207,3772,4652,4692,13033,14497,13303,20307,26972,16445,23387,15008,9125,20976,13993.853451576246,13981.219737317397,17571.166046291903,18591.392738741153,19520.06843545467,20359.375911077972,21113.237046388258,21786.742100866668,22385.68549635531,22916.202422818908,23384.494907388693,23796.63362112695,24158.421452494207,1.0,0,0.4,0.4,0.2,20273.730259069103,False,0.28700887557429666,0.8870088755742966,True,79068.0
278.0,0,0,0,0,939,2417,2330,2575,1496,4453,3724,3814,4273,4015,4887,5067,5259,4805,4530,3871,4233,4580,4743,5237,4431,5951,5384,5309,5486,5408,5255,5020,4923,4901,4830,4898,5162,5021,5331,5079,4938,4031,12127,16917,4898,4153,4417,5030,12844,12207,8800,11785,10167.665786399422,12231.37500874278,17919.539621823973,19593.5738937961,25099.1599319538,29057.32865698502,30035.955190309043,35379.77788025445,39604.62712808092,45486.284479513255,55378.64557431694,63779.090501257284,74436.29703893368,1.0,4,0.4,0.4,0.04,35243.79389941282,False,0.29234589720574244,0.7323458972057425,True,137451.0
280.0,1572,1133,1608,1695,1201,1315,1248,958,669,1935,1628,2383,2340,2273,2295,2067,1826,2140,1939,1918,1933,1867,1747,1889,1969,1926,2048,2024,2140,2061,1745,1943,1958,1694,1869,2137,1703,1509,2333,1801,1567,1057,1342,1611,1325,1306,1098,711,262,344,235,260,227.09817908564895,196.8467278611558,169.97464836999794,146.2114911094106,125.2911121757081,106.95483594928794,90.95403927048397,77.0521850840071,65.02634305158118,54.66824170984114,45.7849015208984,38.1989008238128,31.748327487819527,1.0,0,0.4,0.4,0.2,105.83153334612719,False,-0.2926966806698556,0.30730331933014443,False,0.0
282.0,29034,24460,16865,4468,0,0,5361,10805,5487,16433,5772,5890,0,19852,22960,2668,3467,32748,32463,29581,30329,37038,41814,36873,48693,52772,56009,56837,57920,58906,61044,58193,59171,56002,54411,54972,57070,52382,53574,51772,53362,44183,52436,43202,24079,11186,41499,33693,52195,53362,37695,45529,44261.30241592895,44995.927939979796,45323.23097421486,45739.652939479456,46141.853564233745,46551.34102776173,46963.68301634845,47379.83945268027,47799.649878264616,48223.18704475972,48650.47558186041,49081.55047329562,49516.44490611742,1.0,3,0.4,0.4,0.05,46971.395324225,True,0.2997521001393724,1.7497521001393725,True,213720.0
283.0,33473,19492,21137,19572,18825,18814,19502,20565,12837,22239,0,0,0,0,0,9018,10554,14378,18255,17842,22874,18442,33526,34437,37411,34787,42560,48969,33931,29062,28747,26017,23019,16379,11360,13584,12306,13381,37801,33457,19648,24916,43282,45202,40979,38378,49278,51140,52280,45698,43213,47195,47444.19206665546,47774.07503233442,48106.25169859727,48440.738013713286,48777.55003684124,49116.70393880043,49458.21600284704,49802.10262545593,50148.38031710789,50497.06570308227,50848.17552425522,51201.72663790343,51557.736018513504,1.0,5,0.4,0.4,0.03333333333333333,49474.83950893135,True,0.29998019857934427,1.7333135319126778,True,225111.0
284.0,14760,665,0,16377,4011,3727,31448,14513,7876,15152,16549,10841,6670,7005,12719,18770,22662,35455,73211,159380,84477,40474,96719,102369,100303,89519,111470,145677,155752,94866,97214,37383,66827,17682,20913,35352,35450,40466,41581,41720,31508,49641,28780,0,0,0,6680,56273,130830,165095,97045,103568,34022.220840535156,22471.376127706066,16086.94531595109,16086.94531595109,16086.94531595109,16086.94531595109,16086.94531595109,16086.94531595109,16086.94531595109,16086.94531595109,16086.94531595109,16086.94531595109,16086.94531595109,1519276.0,4,0.05,2.632833007300846e-07,0.04,17957.691957207946,False,-0.17429186814686892,-0.1342916048635682,False,0.0
285.0,78644,59840,69655,59124,33572,17384,0,24341,22249,49840,40761,49242,57908,71139,56771,111310,128798,132830,143953,127805,153056,187531,210171,111871,133861,136657,162916,152431,149460,168935,176682,162937,134687,141498,92689,105885,74372,31869,27918,27133,19596,20506,24113,8534,18738,43089,61243,49270,91716,83368,55785,60845,60540.632371672815,60236.79729089892,59934.48706628679,59633.69404504561,59334.41061279161,59036.62919335529,58740.34224858967,58445.54227817943,58152.221819451064,57860.373447183956,57569.98977342242,57281.063447288696,56993.587154796835,1.0,1,0.4,0.4,0.1,58750.751596074086,True,-0.29998955873849065,1.2000104412615094,True,267316.0
286.0,45235,28989,23604,16860,10515,9516,9759,12541,7506,46744,30240,23129,9869,9747,15553,19998,15398,16261,15866,42715,30274,17167,32752,24475,29725,38870,46734,39999,45826,28299,26236,8911,12059,10908,6318,7854,0,8189,13463,39957,27267,31738,18381,0,0,0,0,3838,8635,11362,5933,15459,15137.942395875205,14822.593789187309,14513.814420321793,14211.46744109017,13915.418854080131,13625.537453269124,13341.694765875032,13063.764995418229,12791.624965969724,12525.154067560716,12264.234202729367,12008.74973418108,11758.587433539116,562488.0,5,0.05,7.11126281805123e-07,0.03333333333333333,13383.121886084382,False,-0.29981746326945635,-0.2664834188098412,False,0.0
287.0,9230,6688,7426,7154,3857,4742,4255,6299,4477,10541,5287,5160,7622,10359,14481,13785,15903,12959,10234,9892,13771,15932,13014,11518,23036,27273,26636,27533,28630,28743,28548,25715,24087,21996,14439,11482,15716,14359,11293,9581,8073,11964,11990,12645,8226,0,11596,11449,13777,14456,1854,10205,9528.064962174734,9528.064962174734,9528.064962174734,9528.064962174734,9528.064962174734,9528.064962174734,9528.064962174734,9528.064962174734,9528.064962174734,9528.064962174734,9528.064962174734,9528.064962174734,9528.064962174734,1127.0,1,0.05,0.000354924578527063,0.1,9528.064962174732,False,0.0,0.10035492457852707,False,0.0
289.0,15316,8212,7694,5284,3012,5514,2860,2170,2572,2521,3816,2527,1733,3111,5786,7179,13577,11626,9343,9146,11427,14731,17357,17677,14875,15912,19046,18029,17022,12621,12247,16266,19710,14461,7989,7423,10928,9764,15086,10427,8082,7489,9961,9713,7881,9730,7860,3917,3307,5160,2967,1950,2658.3814106524437,3342.223820792047,3464.56877916396,3922.850787365197,4838.273563137572,5859.801147712736,6999.188305426258,8460.202711192882,10212.666296785475,12123.052687141068,14133.958191931864,16164.360898735467,18044.13017998608,1.0,0,0.4,0.4,0.2,8478.742983078697,False,0.2913808751331338,0.8913808751331338,True,33067.0
290.0,19152,15852,14785,14787,13935,15135,15506,15715,9562,25698,17840,14890,15944,16319,15904,15607,15381,14611,10356,9727,8761,8655,9164,14010,9873,11360,11677,13395,14073,12148,10873,8423,6172,5393,5025,4809,4318,3893,3434,6970,3765,4606,5670,6010,5246,3742,5754,5647,5812,9143,6969,9812,9174.165904535004,9288.127477157655,9458.907658032811,9340.592442183271,9223.757153066035,9108.383279257047,8994.452540879402,8881.946886707077,8770.84849130489,8661.13975220423,8552.803287114117,8445.821931167142,8340.178734199868,1.0,0,0.4,0.4,0.2,8941.625041369889,False,-0.2831340672829768,0.31686593271702324,False,0.0
291.0,39430,29941,30612,8909,0,4129,0,7451,593,5358,3421,4282,5611,5993,6225,9736,10383,9746,9643,8310,31373,62127,51065,56038,59346,65537,69498,68570,68622,70128,67240,60211,60383,49691,34206,40328,42391,35995,29595,17385,16207,19030,27718,18810,18051,20275,28939,19409,19093,20023,9434,14415,13956.677839420336,13808.761669629395,13760.433644781826,13744.568383604084,13739.351940671997,13737.635909794144,13737.071298915009,13736.885519507887,13736.824389583076,13736.804274919672,13736.797656222083,13736.795478348864,13736.794761722591,1.0,2,0.4,0.4,0.06666666666666667,13761.954059009304,False,-0.18706790247573832,0.2795987641909284,False,0.0
293.0,8567,1552,0,0,0,12790,15118,10528,5425,12107,10418,11324,11555,12940,12239,16002,30258,112328,114930,118544,13855,8905,20948,10979,13717,22521,11707,11744,11564,7436,7939,9680,21384,4992,8123,7807,8773,8858,9413,7259,8058,2827,6864,4593,1858,0,0,9209,6267,10418,4590,17713,13904.090994248803,4500.46955191307,4500.46955191307,4500.46955191307,4500.46955191307,4500.46955191307,4500.46955191307,4500.46955191307,4500.46955191307,4500.46955191307,4500.46955191307,4500.46955191307,4500.46955191307,3061.0,5,0.05,0.00013067624959163673,0.03333333333333333,5223.825047477357,False,-0.13887301496588275,-0.10540900538295778,False,0.0
294.0,0,0,3732,4597,5024,25948,8559,11754,7053,15926,12752,20200,19769,17439,35978,54765,43554,50681,29251,42813,41954,36550,45251,40211,45187,56493,48129,54355,50408,42405,39982,24192,19876,12865,12235,10412,9865,21954,8578,4325,6023,3599,4369,436,4339,7535,12672,4787,0,0,899,0,0.0775818843964192,4.240809732012627,4.017000276639563,3.8050024033651413,3.604192753933829,3.413980867928123,3.2338074465795468,3.0631427082073204,2.901484830449033,2.7483584747028584,2.6033133884425816,2.46592308129569,2.3357835709916674,392743.0,5,0.05,1.0184777322574815e-06,0.03333333333333333,2.9623370322264924,False,-0.03601898966571596,-0.002684637854650375,False,0.0
295.0,807,0,0,1153,1367,1041,884,922,747,1556,256,0,0,0,0,0,1032,1263,1152,1347,1475,1462,4864,829,1469,1107,1205,1226,995,1827,2032,2018,1728,1627,1880,2156,2245,2553,3967,3816,4428,6459,5252,6664,14899,11144,6117,4042,5513,7516,4049,6774,9790.3398693745,8931.40711444819,8722.584814982207,9982.457406675581,11117.017473190246,11734.154188555633,12518.535101234971,13598.836579657394,14711.741581994092,15819.345366245303,17036.91233522333,18385.613631986063,19829.46382010456,1.0,7,0.4,0.4,0.025,13244.493021820927,False,0.292309063533571,0.717309063533571,True,51654.0
296.0,650,3113,2492,1322,527,1016,307,240,109,557,439,0,0,871,585,429,1021,238,0,1449,1696,1642,4484,2143,2490,4492,3064,3312,2085,1073,2397,203,106,155,193,160,234,0,188,404,305,992,3096,3775,4965,3723,2211,1160,552,1687,418,3130,3228.9224769518078,3329.907493505141,3434.050831028107,3541.4512664649274,3652.2106660230106,3766.4340817901084,3884.2298513731785,4005.709700653476,4130.988849755319,4260.186122329045,4393.42405825181,4530.829029853112,4672.5313617753,3.0,4,0.2,0.13333333333333333,0.04,3910.067368442642,False,0.2996100333096782,0.47294336664301156,False,0.0
298.0,20941,16093,12679,8235,5205,13622,6197,9793,4953,7137,0,0,0,7522,18731,21359,25963,25213,17891,20527,26247,27810,15807,18239,16859,18649,19319,17593,19795,18310,16864,15331,14236,9659,8901,8601,9215,6109,4122,1936,919,2709,1906,1997,3960,3557,2245,503,5473,1998,1155,2583,3196.155319608197,3685.515937645986,4054.668073111891,4322.49078082881,4511.776437329585,4643.225412703772,4733.4403851200295,4794.868667447005,4836.474833016495,4864.555352260334,4883.4622039791775,4896.17206489594,4904.706962532376,2.0,3,0.3,0.2,0.05,4486.731725421508,False,0.26330708164985195,0.513307081649852,True,11666.0
302.0,11474,9934,5437,6756,6081,7760,0,0,0,1777,2624,2610,1853,2796,1683,0,0,2578,6442,7251,8105,7430,9636,10565,8656,9783,10801,11222,10001,5624,7360,5308,2430,2770,3185,2878,1175,0,0,0,354,209,1921,1629,0,1395,2026,542,1696,1799,1368,1273,1086.3086657920812,993.6461761281593,945.3004885417572,919.2880530228899,905.0494679740988,897.1804204339958,892.8081359558163,890.3714581090841,889.0112140078681,888.2511618809878,887.8262508360119,887.5886323250261,887.4557295937196,2277.0,9,0.05,0.0001756697408871322,0.02,920.775834969346,False,-0.22848593665265268,-0.20831026691176557,False,0.0
303.0,6209,4090,3729,4177,3137,2726,1676,2168,851,1899,2805,3253,4149,4436,4246,4259,2466,3470,3119,3795,3633,4921,5250,5753,6543,5856,6372,8299,6334,5741,5465,4329,3977,3529,2068,2030,2674,2680,1715,2871,2352,3879,4633,1285,7977,4573,0,0,1078,2531,1254,4155,4486.538060623835,2519.0935413386037,2519.0935413386037,2519.0935413386037,2519.0935413386037,2519.0935413386037,2519.0935413386037,2519.0935413386037,2519.0935413386037,2519.0935413386037,2519.0935413386037,2519.0935413386037,2519.0935413386037,331.0,2,0.05,0.0012084592145015106,0.06666666666666667,2670.4354274374678,False,-0.13887301496588267,-0.07099788908471448,False,0.0
304.0,3177,2090,2493,1596,1230,2045,0,0,0,2480,1364,1781,1852,1557,2348,1768,2467,2262,2880,2610,3298,2688,3283,2927,3189,3194,3557,4142,4467,4951,4970,4743,5147,3876,4557,3350,4167,4527,4237,3324,3078,3105,4228,3364,4105,2229,2976,2323,2245,2847,720,2669,2345.877786510841,2156.377621210329,2041.3478891773655,1969.8001154888693,1924.58727109934,1895.720317849422,1877.1657959496874,1865.1875955134283,1857.4328939525003,1852.403216887541,1849.1370625677448,1847.0144401815091,1845.6342793798049,1.0,3,0.4,0.4,0.05,1948.2835604437216,False,-0.24791078889173412,0.2020892111082659,False,0.0
305.0,59932,41372,40505,37708,39615,44696,41539,45707,23117,67494,42725,46197,46951,47897,50190,45980,44872,46971,51246,51953,64372,79180,78365,107087,111108,118094,122975,121486,107376,126759,136408,128198,115575,104930,73252,61469,62203,47867,54218,31083,25704,49080,62399,51004,27159,62743,81523,59746,70106,71346,64116,63229,61653.70593278186,60529.64142451606,60529.64142451606,60529.64142451606,60529.64142451606,60529.64142451606,60529.64142451606,60529.64142451606,60529.64142451606,60529.64142451606,60529.64142451606,60529.64142451606,60529.64142451606,1.0,0,0.4,0.4,0.2,60616.107925151904,True,-0.13887301496588264,1.4611269850341173,True,275803.0
307.0,106,3207,2465,556,183,0,819,105,202,354,0,121,0,1356,3081,7067,13704,28855,13788,32063,64205,24609,68818,128753,86836,69907,115241,132776,61670,7642,29620,5613,0,0,0,2369,5697,0,1958,827,0,1771,4087,163,3255,3527,3980,8571,11444,3842,1741,5988,2851.1855703305846,2477.224179420522,2907.6862612368527,1816.349142688006,2047.9920480998626,1678.1765013024997,1531.873999734517,1517.3964773166304,1357.4416593091155,1366.3069504081259,1317.5356539600537,1302.8571006419818,1318.805724795305,199.0,8,0.05,0.0020100502512562816,0.022222222222222223,1806.9870207110812,False,-0.2666293056629935,-0.24239703318951497,False,0.0
308.0,0,0,3224,11972,14748,5993,3336,1886,1522,2671,3260,2115,2713,6958,4567,5930,7122,19224,36293,37560,44982,42573,49451,49595,50891,51001,51885,55033,48757,48958,42840,34568,24762,30138,23154,25617,22265,21046,21441,12064,4398,9349,14553,6926,2075,0,334,4191,9976,3588,1763,4121,4043.968067498004,3984.749559754611,3939.6345325946386,3905.161419761459,3878.7592495347753,3858.502468529195,3842.9393425929356,3830.969652023564,3821.7561693838206,3814.6597614227676,3809.191305696164,3804.9757583154496,3801.7251160607752,1730.0,3,0.05,0.00023121387283236996,0.05,3872.0763387052425,False,-0.27647434102742113,-0.22624312715458877,False,0.0
309.0,5449,5124,7795,11036,9834,9826,13914,16222,6841,23812,17825,21857,22935,21697,21988,23121,26001,26879,26747,26214,27508,26780,27219,29412,28566,30217,28558,29490,27559,28436,26940,23509,22886,20779,10688,10014,5143,7997,7932,6013,7426,4595,4566,3933,2333,1918,1819,1996,1788,2910,4157,2989,2955.009805278215,2920.4290800302306,2886.253032477914,2852.476926918466,2819.0960830682047,2786.1058754140295,2753.501732572474,2721.2791366562574,2689.433622648251,2657.960777782772,2626.8562409341125,2596.1157020122314,2565.7349013655103,1.0,0,0.4,0.4,0.2,2756.1733013198977,False,-0.2999428680989166,0.3000571319010834,False,0.0
310.0,0,121,0,0,0,3100,773,3727,970,5990,9037,10298,6308,6468,7673,10044,8414,7085,5068,4748,8246,7072,11351,10848,6461,6612,8136,7364,6795,5659,8133,7887,6554,2928,1899,2750,1888,84,331,656,757,2676,1641,1049,1298,523,566,0,626,902,288,3308,1275.3858402192418,1275.3858402192418,1275.3858402192418,1275.3858402192418,1275.3858402192418,1275.3858402192418,1275.3858402192418,1275.3858402192418,1275.3858402192418,1275.3858402192418,1275.3858402192418,1275.3858402192418,1275.3858402192418,118.0,5,0.05,0.0033898305084745766,0.03333333333333333,1275.3858402192418,False,,0.03672316384180791,False,0.0
311.0,6546,2634,2749,0,1033,6808,7675,7086,4372,7943,3334,4816,2550,4323,2787,3755,0,0,4067,17051,13977,0,15391,25089,24047,24877,25368,18251,23437,12923,12505,27689,15947,5523,16829,19138,14314,14366,10133,13788,9568,5362,8720,8794,5714,6527,7905,9431,14573,16020,10328,17696,15732.740259763339,16680.572697848682,16868.550507820113,17276.638366312403,17634.376194393288,18016.004728409273,18401.369326573767,18796.217105369946,19199.197212388022,19610.91025848814,20031.426615518132,20460.967111766102,20899.716462802167,1.0,4,0.4,0.4,0.04,18431.437449804107,False,0.29918575914747136,0.7391857591474714,True,71883.0
312.0,6523,15262,15792,11862,6796,12813,12205,20459,9538,24446,9151,9620,12430,5621,19188,25795,24135,24315,23458,26228,43974,46673,52713,67309,63182,27920,48806,61590,68491,60575,55498,31802,9478,0,3591,3874,8296,2545,2334,10186,2937,452,3534,2402,0,0,2065,6617,1832,8951,3406,18410,4062.8868483863275,1383.309478047806,1316.6366655035574,1253.1773521820814,1192.7766537030632,1135.2871508105281,1080.568529568443,1028.4872388981846,978.9161646220344,931.7343192171379,886.8265465227181,844.0832406798233,803.4000786176296,22969.0,3,0.05,1.741477643780748e-05,0.05,1299.853097443026,False,-0.19239370929639196,-0.14237629451995415,False,0.0
313.0,1543,2690,1696,1603,2630,10278,7625,7580,1361,2733,5439,9496,8133,9025,17391,26611,48931,36225,20863,44358,30342,32540,70149,58554,30902,46711,26022,18392,23644,14113,13043,7800,1604,0,0,335,0,494,469,641,235,335,259,880,718,0,0,329,856,585,0,999,291.5367176118404,109.57824151498633,103.17325397008999,97.14264609111177,91.46453491055637,86.11831654820264,81.08459144682618,76.34509397798878,71.88262616245916,67.68099526475923,63.72495503538865,60.000150387515895,56.493065307387205,53173.0,6,0.05,7.522614860925658e-06,0.028571428571428574,96.63270678685483,False,-0.2059616262655969,-0.17738267507930738,False,0.0
314.0,459,660,1554,369,0,0,0,0,0,0,5165,2095,10878,22400,26255,24261,31103,44874,54300,51146,54848,49276,70900,87790,88590,74617,88118,104463,96549,103378,121476,106932,96933,66800,66768,32067,17586,17020,27295,21873,17376,35159,35539,18678,15716,22571,22897,11626,11256,9772,4692,5350,4097.732341938386,3426.8443585291925,4218.869465709301,4362.733819325945,4483.472416539595,4584.2319370573205,4667.9325607867995,4737.202524831265,4794.355262516384,4841.39349091418,4880.029036775615,4911.710734623663,4937.655393094837,1.0,6,0.4,0.4,0.028571428571428574,4534.166410972499,False,0.2598545666365012,0.6884259952079298,True,11789.0
